# Date:     2025-09-16 18:17:56
# Database: ocvs
# Target:   lmc_cepheids
# Query:    TRUE 
# Objects:  4713
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-LMC-CEP-4263	F	05:40:27.21	-67:25:15.8	15.314	15.993	0.679	2.9135277	0.0000024	6002.67811	0.536	0.442	4.448	0.239	2.653	-99.99	-99.99	LMC555.06.22	HV2785	
OGLE-LMC-CEP-4264	F	05:40:27.88	-67:31:13.1	14.516	15.355	0.839	6.2125588	0.0000316	6003.87577	0.173	0.220	5.139	0.019	4.534	-99.99	-99.99	LMC554.31.13533	LMV1040 HV6000	
OGLE-LMC-CEP-4265	1	05:40:40.09	-65:00:04.3	15.789	16.295	0.506	1.2619336	0.0000017	6000.74872	0.363	0.274	4.421	0.080	2.378	-99.99	-99.99	LMC556.30.7875	-99.99	
OGLE-LMC-CEP-4266	12	05:40:43.15	-66:49:11.8	17.046	17.585	0.539	0.5861393	0.0000009	6000.24844	0.213	0.186	3.627	0.092	1.315	-99.99	-99.99	LMC555.22.9822	-99.99	
OGLE-LMC-CEP-4267	F	05:40:47.82	-67:43:13.8	16.248	16.922	0.674	1.7157817	0.0000013	6001.26155	0.509	0.461	4.311	0.286	2.441	-99.99	-99.99	LMC554.31.99	-99.99	
OGLE-LMC-CEP-4268	1	05:40:48.36	-67:26:08.7	15.349	15.992	0.643	1.9851092	0.0000073	6001.20044	0.201	0.111	5.073	0.024	4.159	-99.99	-99.99	LMC555.05.15466	-99.99	secondary period 1.238119 d
OGLE-LMC-CEP-4269	F	05:40:52.42	-67:19:48.8	14.281	15.158	0.877	7.4899259	0.0000505	6002.21567	0.213	0.245	5.553	0.018	-99.99	-99.99	-99.99	LMC555.05.19231	-99.99	
OGLE-LMC-CEP-4270	1	05:40:54.74	-67:13:54.0	15.913	16.543	0.630	1.4304890	0.0000053	6001.08804	0.176	0.134	4.495	0.025	2.645	-99.99	-99.99	LMC555.05.27396	-99.99	
OGLE-LMC-CEP-4271	F1	05:40:57.94	-65:47:05.0	16.385	17.032	0.647	1.5069420	0.0000149	6000.80917	0.071	0.088	4.490	0.000	-99.99	-99.99	-99.99	LMC556.13.107	-99.99	
OGLE-LMC-CEP-4272	F1	05:40:57.97	-63:14:03.2	15.750	16.414	0.664	2.4163342	0.0000497	6000.96359	0.084	0.123	4.445	0.000	-99.99	-99.99	-99.99	LMC597.11.5764	-99.99	
OGLE-LMC-CEP-4273	1	05:41:02.08	-72:34:28.9	15.457	16.192	0.735	2.0309962	0.0000092	6000.96178	0.137	0.083	5.039	0.000	-99.99	-99.99	-99.99	LMC514.09.40	-99.99	
OGLE-LMC-CEP-4274	F	05:41:06.08	-67:11:22.7	14.731	15.575	0.844	5.3315306	0.0000119	6003.92454	0.502	0.438	4.945	0.175	3.502	-99.99	-99.99	LMC555.05.27379	HV2794	
OGLE-LMC-CEP-4275	F	05:41:07.01	-67:07:45.2	14.411	15.328	0.917	7.4601957	0.0001887	6004.79564	0.047	0.075	5.696	0.000	-99.99	-99.99	-99.99	LMC555.13.10860	-99.99	
OGLE-LMC-CEP-4276	F	05:41:07.17	-65:29:54.4	15.575	16.256	0.681	2.6459232	0.0000066	6001.85733	0.338	0.365	4.551	0.157	2.814	-99.99	-99.99	LMC556.22.57	-99.99	
OGLE-LMC-CEP-4277	1	05:41:09.76	-73:40:41.6	15.597	16.299	0.702	1.8204545	0.0000082	6000.74957	0.260	0.182	4.499	0.022	2.141	-99.99	-99.99	LMC526.10.4247	-99.99	
OGLE-LMC-CEP-4278	F	05:41:13.43	-66:27:36.5	16.557	17.116	0.559	1.0928118	0.0000005	6000.16880	0.558	0.455	3.876	0.273	1.680	-99.99	-99.99	LMC555.30.221	-99.99	
OGLE-LMC-CEP-4279	F	05:41:21.18	-74:09:59.9	16.299	17.060	0.761	1.6210246	0.0000027	6000.48508	0.596	0.494	4.281	0.303	2.339	-99.99	-99.99	LMC526.02.43	-99.99	
OGLE-LMC-CEP-4280	1	05:41:24.94	-67:13:42.8	14.674	15.319	0.645	3.2057234	0.0000150	6000.44297	0.237	0.084	3.622	0.046	0.008	-99.99	-99.99	LMC555.05.27374	HV6011	
OGLE-LMC-CEP-4281	F	05:41:27.84	-67:07:42.2	14.585	15.370	0.785	5.5462213	0.0000120	6005.18461	0.542	0.444	4.878	0.185	3.342	-99.99	-99.99	LMC555.13.4	HV2797	
OGLE-LMC-CEP-4282	1	05:41:27.94	-67:17:58.2	15.114	15.692	0.578	2.1392605	0.0000047	6001.54040	0.265	0.151	4.575	0.000	-99.99	-99.99	-99.99	LMC555.05.8160	-99.99	
OGLE-LMC-CEP-4283	1	05:41:34.05	-66:41:48.0	15.091	15.656	0.565	2.0943257	0.0000049	6001.16327	0.281	0.151	4.637	0.020	3.794	-99.99	-99.99	LMC555.22.2436	-99.99	
OGLE-LMC-CEP-4284	F	05:41:36.67	-66:20:24.7	15.615	16.283	0.668	2.4066186	0.0000029	6000.74381	0.364	0.415	4.434	0.186	2.680	-99.99	-99.99	LMC555.30.8742	HV6020	
OGLE-LMC-CEP-4285	12	05:41:42.58	-63:18:08.2	15.882	16.468	0.586	1.3160049	0.0000053	6000.45231	0.197	0.166	4.411	0.021	-99.99	-99.99	-99.99	LMC597.11.5779	-99.99	
OGLE-LMC-CEP-4286	F	05:41:43.24	-66:51:00.0	14.517	15.104	0.587	4.9607906	0.0000135	6000.44682	0.561	0.456	4.685	0.219	3.106	-99.99	-99.99	LMC555.13.8604	HV6017	
OGLE-LMC-CEP-4287	F	05:41:47.86	-67:13:57.7	14.139	14.862	0.723	6.5096144	0.0000242	6000.54512	0.408	0.366	4.776	0.117	3.114	-99.99	-99.99	LMC555.05.12098	HV2801	
OGLE-LMC-CEP-4288	F	05:41:53.79	-67:43:52.8	15.417	16.105	0.688	2.9019383	0.0000046	6002.52701	0.382	0.401	4.523	0.185	2.802	-99.99	-99.99	LMC554.30.44	-99.99	
OGLE-LMC-CEP-4289	1	05:41:54.31	-67:34:56.3	14.253	14.937	0.684	4.2398450	0.0000180	6000.14051	0.245	0.228	4.315	0.096	1.954	-99.99	-99.99	LMC554.30.12921	HV6015	
OGLE-LMC-CEP-4290	1	05:41:55.22	-67:20:52.5	14.807	15.437	0.630	2.6959462	0.0000124	6001.70079	0.127	0.038	4.480	0.000	-99.99	-99.99	-99.99	LMC555.05.3974	-99.99	
OGLE-LMC-CEP-4291	F	05:41:59.74	-67:14:14.4	15.509	16.233	0.724	2.8272553	0.0000078	6000.66180	0.420	0.414	4.470	0.210	2.727	-99.99	-99.99	LMC555.05.12129	-99.99	
OGLE-LMC-CEP-4292	12	05:42:02.64	-67:44:25.3	18.297	18.710	0.413	0.2307259	0.0000003	6000.21055	0.185	0.127	4.988	0.000	-99.99	-99.99	-99.99	LMC554.30.455	-99.99	
OGLE-LMC-CEP-4293	F	05:42:02.80	-67:10:35.4	14.812	15.505	0.693	4.1543851	0.0000081	6002.58099	0.546	0.440	4.560	0.236	2.917	-99.99	-99.99	LMC555.05.12127	HV2802	
OGLE-LMC-CEP-4294	1	05:42:03.03	-67:07:07.0	14.362	14.982	0.620	3.6517316	0.0000164	6003.30405	0.228	0.105	3.494	0.054	0.143	-99.99	-99.99	LMC555.13.6	HV6022	
OGLE-LMC-CEP-4295	1	05:42:04.18	-67:18:34.8	14.882	15.466	0.584	2.5910628	0.0000083	6002.22899	0.257	0.093	4.659	0.019	5.139	-99.99	-99.99	LMC555.05.8156	-99.99	
OGLE-LMC-CEP-4296	1	05:42:05.76	-66:20:24.3	15.448	16.135	0.687	1.9240598	0.0000056	6001.70510	0.172	0.140	4.960	0.030	4.458	-99.99	-99.99	LMC555.30.8705	-99.99	
OGLE-LMC-CEP-4297	1	05:42:12.59	-64:13:50.3	17.040	17.629	0.589	0.5660013	0.0000009	6000.50695	0.185	0.158	2.506	0.158	0.289	-99.99	-99.99	LMC596.20.5838	-99.99	
OGLE-LMC-CEP-4298	F	05:42:14.63	-69:35:00.1	16.866	17.665	0.799	1.0975457	0.0000009	6000.59652	0.412	0.398	3.682	0.229	1.375	-99.99	LMC176.4.47375	LMC553.14.122	-99.99	
OGLE-LMC-CEP-4299	2	05:42:15.07	-70:44:04.4	16.418	17.025	0.607	0.7030225	0.0000044	6000.10237	0.033	0.000	-99.99	0.000	-99.99	LMC_SC18_168937	LMC177.1.19402	LMC552.15.6628	-99.99	
OGLE-LMC-CEP-4300	F	05:42:16.39	-67:27:53.6	15.438	16.212	0.774	3.1562118	0.0000525	6002.84555	0.036	0.000	-99.99	0.000	-99.99	-99.99	-99.99	LMC554.30.13004	-99.99	uncertain
OGLE-LMC-CEP-4301	F	05:42:17.06	-67:13:16.3	14.820	15.532	0.712	4.6788684	0.0000147	6003.92810	0.546	0.432	4.651	0.211	3.091	-99.99	-99.99	LMC555.04.26736	HV6025	
OGLE-LMC-CEP-4302	F	05:42:17.55	-67:39:30.8	15.132	15.791	0.659	3.3927500	0.0000028	6002.38697	0.646	0.464	4.449	0.280	2.691	-99.99	-99.99	LMC554.30.57	HV2803	
OGLE-LMC-CEP-4303	1	05:42:25.28	-66:42:29.5	15.213	15.827	0.614	2.1133201	0.0000108	6001.39371	0.185	0.109	5.164	0.022	6.062	-99.99	-99.99	LMC555.21.11759	-99.99	
OGLE-LMC-CEP-4304	1	05:42:33.76	-67:44:17.7	16.612	17.268	0.656	0.9226603	0.0000014	6000.60702	0.188	0.204	3.843	0.079	1.729	-99.99	-99.99	LMC554.30.198	-99.99	
OGLE-LMC-CEP-4305	1	05:42:38.06	-66:40:53.0	16.261	17.035	0.774	1.4965135	0.0000032	6000.32537	0.262	0.206	4.657	0.032	3.862	-99.99	-99.99	LMC555.21.14365	-99.99	
OGLE-LMC-CEP-4306	F	05:42:40.31	-72:41:50.5	15.697	16.496	0.799	2.7094414	0.0000082	6001.83735	0.275	0.328	4.454	0.122	2.653	-99.99	-99.99	LMC550.25.6656	-99.99	
OGLE-LMC-CEP-4307	1	05:42:43.36	-67:11:39.3	15.297	15.835	0.538	1.8758475	0.0000038	6001.12269	0.244	0.152	4.477	0.020	3.302	-99.99	-99.99	LMC555.04.26742	LMV1057 HV6027	
OGLE-LMC-CEP-4308	F	05:42:47.51	-67:13:57.5	15.187	15.799	0.612	3.1135040	0.0000072	6000.91058	0.659	0.475	4.464	0.287	2.686	-99.99	-99.99	LMC555.04.26732	HV2813	
OGLE-LMC-CEP-4309	1	05:42:48.07	-66:56:33.9	14.555	15.196	0.641	3.4516739	0.0000141	6002.77860	0.201	0.128	3.451	0.060	0.328	-99.99	-99.99	LMC555.12.18233	-99.99	
OGLE-LMC-CEP-4310	1	05:42:48.76	-66:44:36.4	14.508	15.082	0.574	3.1765455	0.0000130	6000.22503	0.207	0.067	4.059	0.018	5.283	-99.99	-99.99	LMC555.21.11747	-99.99	
OGLE-LMC-CEP-4311	1	05:42:50.16	-65:01:51.6	16.571	17.168	0.597	0.8320399	0.0000017	6000.58700	0.187	0.179	3.732	0.097	1.376	-99.99	-99.99	LMC556.28.8397	-99.99	
OGLE-LMC-CEP-4312	1	05:42:51.51	-73:26:20.3	15.588	16.253	0.665	1.6951293	0.0000050	6000.75143	0.297	0.220	4.416	0.040	3.112	-99.99	-99.99	LMC526.18.4662	-99.99	
OGLE-LMC-CEP-4313	1	05:42:52.54	-67:31:23.9	13.983	14.675	0.692	5.1643266	0.0000272	6000.29044	0.138	0.156	4.548	0.044	2.914	-99.99	-99.99	LMC554.30.12936	-99.99	
OGLE-LMC-CEP-4314	F	05:42:52.82	-67:17:19.3	15.035	15.594	0.559	3.3361913	0.0000032	6003.15227	0.480	0.449	4.537	0.250	2.860	-99.99	-99.99	LMC555.04.22461	-99.99	
OGLE-LMC-CEP-4315	F	05:43:03.35	-67:04:35.2	15.003	15.686	0.683	3.5746271	0.0000065	6001.83014	0.499	0.424	4.549	0.219	2.812	-99.99	-99.99	LMC555.12.2944	HV2817	
OGLE-LMC-CEP-4316	F	05:43:11.78	-67:19:39.7	14.281	15.108	0.827	7.3556649	0.0000271	6003.72586	0.343	0.300	5.512	0.102	4.182	-99.99	-99.99	LMC555.04.3444	HV6032	
OGLE-LMC-CEP-4317	F	05:43:13.44	-67:27:48.6	13.665	14.492	0.827	10.4057829	0.0000466	6009.01786	0.511	0.118	5.272	0.142	6.182	-99.99	-99.99	LMC554.30.12949	HV2816	
OGLE-LMC-CEP-4318	1	05:43:18.53	-67:20:35.3	14.193	14.966	0.773	4.8794012	0.0000279	6000.39484	0.153	0.125	4.618	0.023	2.246	-99.99	-99.99	LMC555.04.3443	-99.99	
OGLE-LMC-CEP-4319	F	05:43:18.60	-66:19:40.7	14.347	15.053	0.706	6.1919374	0.0000123	6004.44928	0.548	0.393	5.192	0.226	3.342	-99.99	-99.99	LMC555.29.8283	HV12651	
OGLE-LMC-CEP-4320	F	05:43:19.74	-67:02:55.7	13.623	14.540	0.917	12.7409375	0.0000974	6009.05906	0.371	0.071	3.679	0.164	1.380	-99.99	-99.99	LMC555.12.2936	-99.99	
OGLE-LMC-CEP-4321	1	05:43:24.84	-67:12:25.3	14.791	15.404	0.613	2.7734323	0.0000090	6000.38376	0.234	0.064	3.668	0.033	5.867	-99.99	-99.99	LMC555.04.11174	HV13000	
OGLE-LMC-CEP-4322	F	05:43:29.50	-66:49:19.9	14.606	15.228	0.622	4.5120146	0.0000063	6002.45269	0.617	0.439	4.508	0.229	2.801	-99.99	-99.99	LMC555.21.9	HV1018	
OGLE-LMC-CEP-4323	1	05:43:31.70	-66:52:46.7	15.398	15.985	0.587	1.8111585	0.0000053	6000.75953	0.240	0.143	4.501	0.013	2.707	-99.99	-99.99	LMC555.12.9234	HV12648	
OGLE-LMC-CEP-4324	F	05:43:35.22	-67:18:48.2	14.024	14.783	0.759	7.5958203	0.0000531	6000.24413	0.237	0.177	4.779	0.032	2.845	-99.99	-99.99	LMC555.04.7299	LMV674 HV2823	
OGLE-LMC-CEP-4325	F	05:43:40.97	-67:34:33.7	15.658	16.325	0.667	2.3652827	0.0000032	6000.51759	0.702	0.508	4.349	0.296	2.552	-99.99	-99.99	LMC554.29.14336	-99.99	
OGLE-LMC-CEP-4326	F	05:43:45.23	-65:06:55.7	14.591	15.380	0.789	5.8431263	0.0000198	6003.50810	0.311	0.332	5.075	0.073	3.624	-99.99	-99.99	LMC556.28.8298	-99.99	
OGLE-LMC-CEP-4327	12	05:43:45.37	-67:05:58.0	16.754	17.335	0.581	0.6492347	0.0000008	6000.34416	0.201	0.209	3.104	0.141	1.002	-99.99	-99.99	LMC555.12.86	-99.99	
OGLE-LMC-CEP-4328	1	05:43:45.76	-66:13:32.2	15.051	15.671	0.620	2.1942203	0.0000065	6000.18333	0.235	0.126	4.635	0.016	3.327	-99.99	-99.99	LMC556.03.30	HV12653	
OGLE-LMC-CEP-4329	1	05:43:51.30	-64:14:49.9	16.074	16.728	0.654	1.3103648	0.0000038	6000.85218	0.168	0.174	4.491	0.025	2.942	-99.99	-99.99	LMC596.19.77	-99.99	
OGLE-LMC-CEP-4330	F	05:43:56.43	-67:30:25.6	14.681	15.474	0.793	5.0788298	0.0000077	6002.07714	0.468	0.432	4.820	0.191	3.407	-99.99	-99.99	LMC554.29.14361	-99.99	
OGLE-LMC-CEP-4331	F	05:43:57.46	-65:26:18.4	14.746	15.480	0.734	4.4029014	0.0000099	6002.30096	0.428	0.416	4.722	0.194	3.182	-99.99	-99.99	LMC556.20.8470	HV12841	
OGLE-LMC-CEP-4332	12	05:43:59.77	-66:45:37.5	17.138	17.692	0.554	0.5360210	0.0000011	6000.07146	0.170	0.254	3.187	0.139	1.077	-99.99	-99.99	LMC555.20.12194	-99.99	
OGLE-LMC-CEP-4333	2	05:44:05.33	-64:01:58.6	16.112	16.560	0.448	0.7252668	0.0000039	6000.13635	0.047	0.000	-99.99	0.000	-99.99	-99.99	-99.99	LMC596.27.45	-99.99	
OGLE-LMC-CEP-4334	1	05:44:05.92	-67:23:14.8	14.457	15.148	0.691	3.7604323	0.0000187	6002.75350	0.210	0.131	3.553	0.045	0.551	-99.99	-99.99	LMC555.03.16051	HV2825	
OGLE-LMC-CEP-4335	1	05:44:10.49	-66:55:23.6	15.319	15.912	0.593	1.9415388	0.0000055	6000.23658	0.236	0.130	4.648	0.000	-99.99	-99.99	-99.99	LMC555.11.17830	-99.99	
OGLE-LMC-CEP-4336	F	05:44:10.96	-66:59:57.4	15.605	16.239	0.634	2.2934586	0.0000026	6000.43800	0.480	0.424	4.431	0.220	2.591	-99.99	-99.99	LMC555.11.14782	-99.99	
OGLE-LMC-CEP-4337	1	05:44:17.58	-66:54:49.6	15.200	15.818	0.618	2.1615315	0.0000090	6001.82275	0.191	0.094	4.931	0.028	5.898	-99.99	-99.99	LMC555.11.21018	-99.99	
OGLE-LMC-CEP-4338	F	05:44:21.07	-67:23:54.8	15.598	16.224	0.626	2.2891712	0.0000024	6001.35075	0.643	0.488	4.326	0.270	2.507	-99.99	-99.99	LMC555.03.16058	-99.99	
OGLE-LMC-CEP-4339	1	05:44:25.54	-66:54:09.0	15.024	15.640	0.616	2.4317217	0.0000096	6000.21467	0.229	0.046	4.451	0.019	5.306	-99.99	-99.99	LMC555.11.21020	-99.99	secondary period 1.510622 d
OGLE-LMC-CEP-4340	1	05:44:31.12	-66:12:18.8	15.987	16.941	0.954	1.6574050	0.0000033	6001.21625	0.290	0.209	4.170	0.025	2.548	-99.99	-99.99	LMC556.02.69	-99.99	
OGLE-LMC-CEP-4341	F	05:44:34.87	-66:55:06.5	15.073	15.751	0.678	3.6796683	0.0000058	6002.28125	0.539	0.466	4.604	0.250	3.050	-99.99	-99.99	LMC555.11.17834	HV2833	
OGLE-LMC-CEP-4342	1	05:44:35.27	-67:17:39.9	14.755	15.752	0.997	4.9521405	0.0000285	6004.43058	0.211	0.198	4.501	0.074	2.568	-99.99	-99.99	LMC555.03.19534	-99.99	
OGLE-LMC-CEP-4343	1	05:44:35.59	-67:16:14.9	14.039	14.683	0.644	4.7171400	0.0000225	6004.66945	0.222	0.213	4.232	0.085	1.833	-99.99	-99.99	LMC555.03.19521	-99.99	
OGLE-LMC-CEP-4344	1	05:44:41.86	-67:07:53.5	14.638	15.265	0.627	3.0592061	0.0000145	6000.91088	0.226	0.098	3.510	0.045	6.269	-99.99	-99.99	LMC555.11.16	-99.99	
OGLE-LMC-CEP-4345	1	05:44:41.91	-67:20:28.7	14.897	15.569	0.672	2.6798402	0.0000103	6002.67496	0.257	0.070	4.036	0.032	5.856	-99.99	-99.99	LMC555.03.3027	LMV681 HV2831	
OGLE-LMC-CEP-4346	F	05:44:46.40	-63:56:11.0	15.269	15.939	0.670	3.0190657	0.0000048	6001.39719	0.404	0.355	4.436	0.158	2.644	-99.99	-99.99	LMC596.26.43	-99.99	
OGLE-LMC-CEP-4347	12	05:44:48.64	-67:39:51.5	15.828	16.431	0.603	1.2161520	0.0000043	6001.02562	0.208	0.169	4.147	0.046	2.011	-99.99	-99.99	LMC554.29.193	-99.99	
OGLE-LMC-CEP-4348	F	05:44:48.68	-66:16:39.3	15.998	17.153	1.155	3.2059050	0.0000034	6001.09180	0.572	0.473	4.527	0.279	2.835	-99.99	-99.99	LMC555.28.8819	-99.99	
OGLE-LMC-CEP-4349	12	05:44:55.57	-67:04:48.2	15.723	16.323	0.600	1.3257332	0.0000092	6000.87773	0.200	0.158	4.182	0.038	1.619	-99.99	-99.99	LMC555.11.48	-99.99	
OGLE-LMC-CEP-4350	F	05:44:57.07	-66:23:11.1	14.857	15.494	0.637	3.9833355	0.0000037	6000.96998	0.575	0.440	4.538	0.229	2.868	-99.99	-99.99	LMC555.28.66	HV2840	
OGLE-LMC-CEP-4351	F	05:45:00.63	-67:44:43.9	14.788	15.424	0.636	4.1676261	0.0000386	6001.57841	0.655	0.466	4.448	0.241	2.561	-99.99	-99.99	LMC554.29.70	HV2832	
OGLE-LMC-CEP-4352	F	05:45:01.51	-73:33:55.5	15.761	16.495	0.734	2.4711493	0.0000031	6002.11281	0.559	0.503	4.395	0.288	2.657	-99.99	-99.99	LMC550.07.38	-99.99	
OGLE-LMC-CEP-4353	F	05:45:01.57	-66:05:32.8	14.591	15.284	0.693	4.8191547	0.0000072	6004.10626	0.602	0.448	4.654	0.211	3.014	-99.99	-99.99	LMC556.02.20	HV12843	
OGLE-LMC-CEP-4354	F	05:45:04.18	-64:22:04.5	15.384	16.132	0.748	2.9954578	0.0000216	6000.31117	0.307	0.358	4.486	0.140	2.772	-99.99	-99.99	LMC596.18.26	-99.99	
OGLE-LMC-CEP-4355	F	05:45:08.37	-66:40:51.7	14.920	15.593	0.673	3.9687039	0.0000069	6002.30530	0.516	0.458	4.651	0.230	3.054	-99.99	-99.99	LMC555.20.5260	HV2841	
OGLE-LMC-CEP-4356	F	05:45:09.42	-67:00:56.9	14.654	15.430	0.776	5.4254985	0.0000182	6000.20389	0.304	0.342	4.980	0.075	3.747	-99.99	-99.99	LMC555.11.2801	-99.99	
OGLE-LMC-CEP-4357	F	05:45:09.95	-67:23:09.1	13.524	14.650	1.126	17.5278785	0.0001198	6012.42551	0.529	0.198	4.993	0.121	2.447	-99.99	-99.99	LMC555.03.3001	HV2836	
OGLE-LMC-CEP-4358	F	05:45:10.58	-66:53:12.2	14.856	15.580	0.724	4.3643990	0.0000067	6003.65885	0.512	0.459	4.764	0.221	3.277	-99.99	-99.99	LMC555.11.9520	HV12660	
OGLE-LMC-CEP-4359	F	05:45:23.31	-67:42:09.3	15.604	16.334	0.730	2.8423769	0.0000040	6000.34063	0.368	0.430	4.565	0.207	2.885	-99.99	-99.99	LMC554.28.73	-99.99	
OGLE-LMC-CEP-4360	F	05:45:23.32	-66:04:53.8	15.124	15.890	0.766	3.6222679	0.0000130	6001.14739	0.306	0.352	4.605	0.139	3.024	-99.99	-99.99	LMC556.02.8843	-99.99	
OGLE-LMC-CEP-4361	1	05:45:28.39	-66:55:05.2	15.372	15.931	0.559	1.8054390	0.0000063	6001.78933	0.198	0.119	4.427	0.000	-99.99	-99.99	-99.99	LMC555.10.17522	-99.99	
OGLE-LMC-CEP-4362	1	05:45:28.47	-66:33:18.5	15.081	15.647	0.566	2.1514759	0.0000169	6000.97111	0.086	0.048	4.587	0.000	-99.99	-99.99	-99.99	LMC555.19.16909	-99.99	
OGLE-LMC-CEP-4363	F	05:45:30.36	-65:20:54.0	14.854	15.544	0.690	4.0540545	0.0000099	6000.67172	0.575	0.463	4.648	0.247	3.073	-99.99	-99.99	LMC556.19.8411	HV12844	
OGLE-LMC-CEP-4364	F	05:45:33.42	-67:21:21.1	15.477	16.152	0.675	2.6841674	0.0000027	6000.98149	0.653	0.520	4.430	0.311	2.674	-99.99	-99.99	LMC555.02.14847	HV6044	
OGLE-LMC-CEP-4365	1	05:45:35.39	-67:17:11.7	16.077	16.636	0.559	1.2163975	0.0000021	6001.05679	0.252	0.227	4.507	0.052	2.039	-99.99	-99.99	LMC555.02.18199	-99.99	
OGLE-LMC-CEP-4366	1	05:45:42.61	-63:21:43.3	16.520	17.136	0.616	0.8509319	0.0000028	6000.16849	0.186	0.164	3.773	0.073	1.291	-99.99	-99.99	LMC597.08.65	-99.99	
OGLE-LMC-CEP-4367	F	05:45:45.19	-67:05:33.4	15.136	15.828	0.692	3.4154973	0.0000043	6002.88012	0.479	0.472	4.568	0.254	2.954	-99.99	-99.99	LMC555.10.11630	HV2843	
OGLE-LMC-CEP-4368	F1	05:45:56.00	-67:23:11.4	16.145	16.836	0.691	1.7729098	0.0000119	6000.38641	0.158	0.136	4.239	0.000	-99.99	-99.99	-99.99	LMC555.02.14862	-99.99	
OGLE-LMC-CEP-4369	F	05:45:56.58	-67:06:06.0	14.476	15.192	0.716	4.9921055	0.0000112	6001.55509	0.568	0.434	4.606	0.224	3.023	-99.99	-99.99	LMC555.10.11620	HV2845	
OGLE-LMC-CEP-4370	1	05:46:03.53	-66:57:38.9	15.187	15.835	0.648	2.2007531	0.0000095	6000.80543	0.194	0.069	5.153	0.020	5.297	-99.99	-99.99	LMC555.10.17512	-99.99	
OGLE-LMC-CEP-4371	F	05:46:05.61	-66:56:54.1	15.402	16.142	0.740	3.0232342	0.0000046	6001.13287	0.373	0.421	4.574	0.194	2.887	-99.99	-99.99	LMC555.10.17515	HV6050	
OGLE-LMC-CEP-4372	1	05:46:09.19	-66:57:56.5	15.344	15.966	0.622	1.8795666	0.0000057	6000.27132	0.250	0.154	4.735	0.012	-99.99	-99.99	-99.99	LMC555.10.17510	-99.99	secondary period 1.148559 d
OGLE-LMC-CEP-4373	1	05:46:15.76	-67:15:37.3	15.289	15.937	0.648	2.0452584	0.0000108	6001.76514	0.203	0.108	4.979	0.000	-99.99	-99.99	-99.99	LMC555.02.5942	-99.99	secondary period 1.280685 d
OGLE-LMC-CEP-4374	F	05:46:17.31	-66:44:58.3	15.584	16.200	0.616	2.2928679	0.0000028	6001.95939	0.550	0.458	4.328	0.240	2.488	-99.99	-99.99	LMC555.19.2232	HV12661	
OGLE-LMC-CEP-4375	F	05:46:17.91	-65:26:03.3	14.763	15.475	0.712	4.3734121	0.0000076	6000.71413	0.529	0.435	4.729	0.216	3.187	-99.99	-99.99	LMC556.18.8275	HV12845	
OGLE-LMC-CEP-4376	1	05:46:18.52	-66:18:01.2	16.433	17.071	0.638	0.9759635	0.0000015	6000.00499	0.217	0.226	4.051	0.066	1.840	-99.99	-99.99	LMC555.27.8205	-99.99	
OGLE-LMC-CEP-4377	F	05:46:24.32	-67:20:36.0	13.798	14.705	0.907	10.9499210	0.0001091	6005.28049	0.259	0.101	2.304	0.087	0.972	-99.99	-99.99	LMC555.02.2941	HV2847	
OGLE-LMC-CEP-4378	F	05:46:27.30	-67:40:50.5	15.201	15.882	0.681	3.3118059	0.0000026	6001.98543	0.584	0.470	4.520	0.278	2.821	-99.99	-99.99	LMC554.28.81	HV2846	
OGLE-LMC-CEP-4379	F	05:46:28.86	-66:00:41.3	13.991	14.773	0.782	8.0885705	0.0000380	6006.87165	0.398	0.250	5.463	0.154	4.254	-99.99	-99.99	LMC556.01.8610	-99.99	
OGLE-LMC-CEP-4380	F	05:46:33.85	-67:39:26.9	15.328	16.054	0.726	3.2553690	0.0000038	6001.20205	0.464	0.457	4.597	0.242	2.971	-99.99	-99.99	LMC554.28.92	HV12665	
OGLE-LMC-CEP-4381	1	05:46:34.73	-67:19:06.5	14.352	14.997	0.645	3.3711534	0.0000333	6001.75115	0.092	0.031	5.348	0.000	-99.99	-99.99	-99.99	LMC555.02.2943	LMV1787 HV6053	
OGLE-LMC-CEP-4382	2	05:46:36.45	-70:42:34.5	16.107	16.608	0.501	0.7307217	0.0000074	6000.24769	0.021	0.000	-99.99	0.000	-99.99	LMC_SC20_134740	LMC185.1.74	LMC552.12.44267	-99.99	
OGLE-LMC-CEP-4383	1	05:46:42.68	-67:00:28.9	15.450	16.023	0.573	1.6309178	0.0000025	6000.67274	0.287	0.216	4.190	0.018	2.491	-99.99	-99.99	LMC555.10.2897	-99.99	
OGLE-LMC-CEP-4384	1	05:46:46.28	-73:22:53.8	15.651	16.260	0.609	1.6422222	0.0000037	6000.94314	0.275	0.217	4.219	0.000	-99.99	-99.99	-99.99	LMC550.06.6012	-99.99	
OGLE-LMC-CEP-4385	1	05:46:48.02	-67:31:40.9	14.518	15.257	0.739	3.8882592	0.0000166	6003.04754	0.252	0.181	4.531	0.065	1.892	-99.99	-99.99	LMC554.27.11669	LMV698 HV2848	
